fight_id,event_id,r_fighter_id,b_fighter_id,r_fighter_name,b_fighter_name,weight_class,scheduled_rounds,method,end_round,end_time_sec,is_title,judge_scores,winner_corner,fight_url,debug_li
b19bf99c7eb796bc,,,,,,,3.0,Submission,2.0,265.0,,,,,"Method: Submission Round: 2 Time: 4:25 Time format: 3 Rnd (5-5-5) Referee: Eric McMahon
Method: Submission
Round: 2
Time: 4:25
Time format: 3 Rnd (5-5-5)
Referee: Eric McMahon
Details: Arm Triangle From Side Control
Details:"
236f811290163dca,,,,,,,3.0,Decision - Split,3.0,300.0,,,,,"Method: Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Justin Brown
Method: Decision - Split
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Justin Brown
Details: Anthony Maness 29 - 28. Mike Bell 28 - 29. Derek Cleary 28 - 29.
Details:
Anthony Maness 29 - 28.
Mike Bell 28 - 29.
Derek Cleary 28 - 29."
d5e3be7a07c48b08,,,,,,,3.0,Submission,1.0,69.0,,,,,"Method: Submission Round: 1 Time: 1:09 Time format: 3 Rnd (5-5-5) Referee: Jimmy Neely
Method: Submission
Round: 1
Time: 1:09
Time format: 3 Rnd (5-5-5)
Referee: Jimmy Neely
Details: Rear Naked Choke
Details:"
46bc1338a50cbeac,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Blake Grice
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Blake Grice
Details: Derek Cleary 28 - 29. Kerri Rowland 28 - 29. Rick Winter 28 - 29.
Details:
Derek Cleary 28 - 29.
Kerri Rowland 28 - 29.
Rick Winter 28 - 29."
5c650ae2193ab1bc,,,,,,,3.0,Submission,1.0,54.0,,,,,"Method: Submission Round: 1 Time: 0:54 Time format: 3 Rnd (5-5-5) Referee: Eric McMahon
Method: Submission
Round: 1
Time: 0:54
Time format: 3 Rnd (5-5-5)
Referee: Eric McMahon
Details: Heel Hook After Drop to Ground
Details:"
7f33fbdc35afd721,,,,,,,3.0,KO/TKO,2.0,248.0,,,,,"Method: KO/TKO Round: 2 Time: 4:08 Time format: 3 Rnd (5-5-5) Referee: Justin Brown
Method: KO/TKO
Round: 2
Time: 4:08
Time format: 3 Rnd (5-5-5)
Referee: Justin Brown
Details: Punches to Head At Distance
Details:"
120d66cb0da0f3c3,,,,,,,3.0,KO/TKO,3.0,156.0,,,,,"Method: KO/TKO Round: 3 Time: 2:36 Time format: 3 Rnd (5-5-5) Referee: Jimmy Neely
Method: KO/TKO
Round: 3
Time: 2:36
Time format: 3 Rnd (5-5-5)
Referee: Jimmy Neely
Details: Kick to Head At Distance
Details:"
7a64d63e12618ba7,,,,,,,5.0,KO/TKO,1.0,147.0,1.0,,,,"Method: KO/TKO Round: 1 Time: 2:27 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard
Method: KO/TKO
Round: 1
Time: 2:27
Time format: 5 Rnd (5-5-5-5-5)
Referee: Marc Goddard
Details: Punch to Head At Distance
Details:"
8308464729ea7c40,,,,,,,5.0,Submission,3.0,115.0,1.0,,,,"Method: Submission Round: 3 Time: 1:55 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean
Method: Submission
Round: 3
Time: 1:55
Time format: 5 Rnd (5-5-5-5-5)
Referee: Herb Dean
Details: Rear Naked Choke
Details:"
f722b96ae6862843,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Jason Herzog
Details: Mike Bell 28 - 29. Ron McCarthy 28 - 29. Clemens Werner 27 - 30.
Details:
Mike Bell 28 - 29.
Ron McCarthy 28 - 29.
Clemens Werner 27 - 30."
1ea9ad3b6e1cba79,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mark Smith
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Mark Smith
Details: Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. David Lethaby 28 - 29.
Details:
Mike Bell 28 - 29.
Junichiro Kamijo 28 - 29.
David Lethaby 28 - 29."
f6a3c78f15ff26c7,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Chris Tognoni
Details: Ben Cartlidge 28 - 29. Chris Lee 28 - 29. Ron McCarthy 28 - 29.
Details:
Ben Cartlidge 28 - 29.
Chris Lee 28 - 29.
Ron McCarthy 28 - 29."
958522de54ccc536,,,,,,,3.0,KO/TKO,1.0,261.0,,,,,"Method: KO/TKO Round: 1 Time: 4:21 Time format: 3 Rnd (5-5-5) Referee: Herb Dean
Method: KO/TKO
Round: 1
Time: 4:21
Time format: 3 Rnd (5-5-5)
Referee: Herb Dean
Details: Punch to Head At Distance
Details:"
2f523b757f7f33a2,,,,,,,3.0,KO/TKO,1.0,26.0,,,,,"Method: KO/TKO Round: 1 Time: 0:26 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard
Method: KO/TKO
Round: 1
Time: 0:26
Time format: 3 Rnd (5-5-5)
Referee: Marc Goddard
Details: Knee to Head In Clinch
Details:"
815ff62ca8e217be,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Jason Herzog
Details: Mike Bell 27 - 30. Sal D'amato 27 - 30. Ron McCarthy 27 - 30.
Details:
Mike Bell 27 - 30.
Sal D'amato 27 - 30.
Ron McCarthy 27 - 30."
d7be78c400e7e0f9,,,,,,,3.0,Submission,1.0,55.0,,,,,"Method: Submission Round: 1 Time: 0:55 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni
Method: Submission
Round: 1
Time: 0:55
Time format: 3 Rnd (5-5-5)
Referee: Chris Tognoni
Details: Guillotine Choke From Mount
Details:"
9bff9fe298e63357,,,,,,,3.0,Submission,2.0,243.0,,,,,"Method: Submission Round: 2 Time: 4:03 Time format: 3 Rnd (5-5-5) Referee: Mark Smith
Method: Submission
Round: 2
Time: 4:03
Time format: 3 Rnd (5-5-5)
Referee: Mark Smith
Details: Rear Naked Choke
Details:"
043172689e415438,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Herb Dean
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Herb Dean
Details: Chris Lee 28 - 29. Tony Weeks 28 - 29. Clemens Werner 28 - 29.
Details:
Chris Lee 28 - 29.
Tony Weeks 28 - 29.
Clemens Werner 28 - 29."
03bc32bdb5a33496,,,,,,,5.0,Decision - Unanimous,5.0,300.0,,,,,"Method: Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean
Method: Decision - Unanimous
Round: 5
Time: 5:00
Time format: 5 Rnd (5-5-5-5-5)
Referee: Herb Dean
Details: Ben Cartlidge 46 - 49. David Lethaby 45 - 50. Clemens Werner 45 - 50.
Details:
Ben Cartlidge 46 - 49.
David Lethaby 45 - 50.
Clemens Werner 45 - 50."
a1afc16e21d1a807,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Marc Goddard
Details: Eric Colon 27 - 30. Vito Paolillo 27 - 30. 27 - 30.
Details:
Eric Colon 27 - 30.
Vito Paolillo 27 - 30.
27 - 30."
8e5744c664fec3e9,,,,,,,3.0,Decision - Split,3.0,300.0,,,,,"Method: Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Herb Dean
Method: Decision - Split
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Herb Dean
Details: Eric Colon 28 - 29. Ben Cartlidge 29 - 28. Darryl Ransom 28 - 29.
Details:
Eric Colon 28 - 29.
Ben Cartlidge 29 - 28.
Darryl Ransom 28 - 29."
36ec204f47e4d613,,,,,,,3.0,Submission,1.0,275.0,,,,,"Method: Submission Round: 1 Time: 4:35 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell
Method: Submission
Round: 1
Time: 4:35
Time format: 3 Rnd (5-5-5)
Referee: Rich Mitchell
Details: Kimura From Side Control
Details:"
7513a00037094075,,,,,,,3.0,KO/TKO,2.0,257.0,,,,,"Method: KO/TKO Round: 2 Time: 4:17 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki
Method: KO/TKO
Round: 2
Time: 4:17
Time format: 3 Rnd (5-5-5)
Referee: Lukasz Bosacki
Details: Punches to Head At Distance
Details:"
19764211af05674c,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Marc Goddard
Details: Ben Cartlidge 28 - 29. David Lethaby 28 - 29. 28 - 29.
Details:
Ben Cartlidge 28 - 29.
David Lethaby 28 - 29.
28 - 29."
e512b80bbaea36c2,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Herb Dean
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Herb Dean
Details: Eric Colon 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.
Details:
Eric Colon 27 - 30.
Darryl Ransom 27 - 30.
Clemens Werner 27 - 30."
5fcf18bcd2a020f1,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Lukasz Bosacki
Details: Vito Paolillo 26 - 29. Clemens Werner 26 - 29. Ben Cartlidge 25 - 29.
Details:
Vito Paolillo 26 - 29.
Clemens Werner 26 - 29.
Ben Cartlidge 25 - 29."
fff3218758c513b8,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Rich Mitchell
Details: Darryl Ransom 28 - 29. Eric Colon 27 - 30. David Lethaby 27 - 30.
Details:
Darryl Ransom 28 - 29.
Eric Colon 27 - 30.
David Lethaby 27 - 30."
2bfc0212f2cae65b,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Lukasz Bosacki
Details: Ben Cartlidge 27 - 30. Eric Colon 27 - 30. Darryl Ransom 27 - 30.
Details:
Ben Cartlidge 27 - 30.
Eric Colon 27 - 30.
Darryl Ransom 27 - 30."
8c140756bf43dcc2,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Rich Mitchell
Details: Eric Colon 28 - 29. Vito Paolillo 27 - 30. Darryl Ransom 27 - 30.
Details:
Eric Colon 28 - 29.
Vito Paolillo 27 - 30.
Darryl Ransom 27 - 30."
a12d3a6c8aaf87ca,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Marc Goddard
Details: Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Vito Paolillo 28 - 29.
Details:
Ben Cartlidge 28 - 29.
David Lethaby 28 - 29.
Vito Paolillo 28 - 29."
d75b3d3c2b209b75,,,,,,,5.0,Decision - Unanimous,5.0,300.0,,,,,"Method: Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Mike Beltran
Method: Decision - Unanimous
Round: 5
Time: 5:00
Time format: 5 Rnd (5-5-5-5-5)
Referee: Mike Beltran
Details: Sal D'amato 46 - 49. Derek Cleary 46 - 49. Mike Bell 47 - 48.
Details:
Sal D'amato 46 - 49.
Derek Cleary 46 - 49.
Mike Bell 47 - 48."
79dfbbdd14fbbd11,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Blake Grice
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Blake Grice
Details: Jon Marigliano 27 - 30. Derek Cleary 27 - 30. Ron McCarthy 28 - 29.
Details:
Jon Marigliano 27 - 30.
Derek Cleary 27 - 30.
Ron McCarthy 28 - 29."
e5bd7e6e2a50a843,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Kevin MacDonald
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Kevin MacDonald
Details: Will Fisher 27 - 30. Sal D'amato 27 - 30. Nate Mann 28 - 29.
Details:
Will Fisher 27 - 30.
Sal D'amato 27 - 30.
Nate Mann 28 - 29."
1714950933f88ab9,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Mike Beltran
Details: Ron McCarthy 28 - 29. Mike Bell 28 - 29. Nate Mann 28 - 29.
Details:
Ron McCarthy 28 - 29.
Mike Bell 28 - 29.
Nate Mann 28 - 29."
08c04f18b0f58d71,,,,,,,3.0,Overturned,3.0,36.0,,,,,"Method: Overturned Round: 3 Time: 0:36 Time format: 3 Rnd (5-5-5) Referee: Brent McKeehan
Method: Overturned
Round: 3
Time: 0:36
Time format: 3 Rnd (5-5-5)
Referee: Brent McKeehan
Details: Technical Decision after Headbutt by Abdul-Malik Will Fisher 18 - 20. Jon Marigliano 19 - 19. Sal D'amato 19 - 19.
Details:
Will Fisher 18 - 20.
Jon Marigliano 19 - 19.
Sal D'amato 19 - 19."
ec2034b134ae71cd,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Blake Grice
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Blake Grice
Details: Will Fisher 28 - 29. Derek Cleary 28 - 29. Ron McCarthy 28 - 29.
Details:
Will Fisher 28 - 29.
Derek Cleary 28 - 29.
Ron McCarthy 28 - 29."
13e2ff8b3a122094,,,,,,,3.0,Could Not Continue,1.0,299.0,,,,,"Method: Could Not Continue Round: 1 Time: 4:59 Time format: 3 Rnd (5-5-5) Referee: Kevin MacDonald
Method: Could Not Continue
Round: 1
Time: 4:59
Time format: 3 Rnd (5-5-5)
Referee: Kevin MacDonald
Details: Illegal Upkick by Craig
Details:"
e861e9cc0118c670,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Mike Beltran
Details: Derek Cleary 27 - 30. Jon Marigliano 27 - 30. Will Fisher 28 - 29.
Details:
Derek Cleary 27 - 30.
Jon Marigliano 27 - 30.
Will Fisher 28 - 29."
f6454f2e508626ec,,,,,,,3.0,KO/TKO,1.0,157.0,,,,,"Method: KO/TKO Round: 1 Time: 2:37 Time format: 3 Rnd (5-5-5) Referee: Brent McKeehan
Method: KO/TKO
Round: 1
Time: 2:37
Time format: 3 Rnd (5-5-5)
Referee: Brent McKeehan
Details: Punch to Head At Distance
Details:"
b39b8ff0d7de211a,,,,,,,3.0,KO/TKO,2.0,11.0,,,,,"Method: KO/TKO Round: 2 Time: 0:11 Time format: 3 Rnd (5-5-5) Referee: Kevin MacDonald
Method: KO/TKO
Round: 2
Time: 0:11
Time format: 3 Rnd (5-5-5)
Referee: Kevin MacDonald
Details: Punch to Head At Distance
Details:"
59c4fdb3c0673066,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Blake Grice
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Blake Grice
Details: Will Fisher 27 - 30. Jon Marigliano 27 - 30. Derek Cleary 28 - 29.
Details:
Will Fisher 27 - 30.
Jon Marigliano 27 - 30.
Derek Cleary 28 - 29."
2ae7404681deb3b3,,,,,,,3.0,KO/TKO,3.0,243.0,,,,,"Method: KO/TKO Round: 3 Time: 4:03 Time format: 3 Rnd (5-5-5) Referee: Brent McKeehan
Method: KO/TKO
Round: 3
Time: 4:03
Time format: 3 Rnd (5-5-5)
Referee: Brent McKeehan
Details: Punches to Head In Clinch
Details:"
ab325ea526824723,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Nate Mann
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Nate Mann
Details: Will Fisher 27 - 30. Jon Marigliano 27 - 30. Derek Cleary 27 - 30.
Details:
Will Fisher 27 - 30.
Jon Marigliano 27 - 30.
Derek Cleary 27 - 30."
e61d83e4e1f9c4d7,,,,,,,5.0,Submission,3.0,282.0,1.0,,,,"Method: Submission Round: 3 Time: 4:42 Time format: 5 Rnd (5-5-5-5-5) Referee: Jason Herzog
Method: Submission
Round: 3
Time: 4:42
Time format: 5 Rnd (5-5-5-5-5)
Referee: Jason Herzog
Details: Guillotine Choke On Ground
Details:"
81b84b34f0357fa5,,,,,,,5.0,Submission,2.0,295.0,1.0,,,,"Method: Submission Round: 2 Time: 4:55 Time format: 5 Rnd (5-5-5-5-5) Referee: Vitor Ribeiro
Method: Submission
Round: 2
Time: 4:55
Time format: 5 Rnd (5-5-5-5-5)
Referee: Vitor Ribeiro
Details: Kimura From Side Control
Details:"
e28e829800466aca,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Mike Beltran
Details: Chris Lee 28 - 29. Eric Colon 27 - 29. Sal D'amato 27 - 30.
Details:
Chris Lee 28 - 29.
Eric Colon 27 - 29.
Sal D'amato 27 - 30."
df5dac45fc585fb0,,,,,,,3.0,Decision - Unanimous,3.0,300.0,,,,,"Method: Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson
Method: Decision - Unanimous
Round: 3
Time: 5:00
Time format: 3 Rnd (5-5-5)
Referee: Keith Peterson
Details: Sal D'amato 28 - 29. Adrian Castro 27 - 30. Eric Colon 27 - 30.
Details:
Sal D'amato 28 - 29.
Adrian Castro 27 - 30.
Eric Colon 27 - 30."
2129acab2280bd29,,,,,,,3.0,Submission,2.0,63.0,,,,,"Method: Submission Round: 2 Time: 1:03 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson
Method: Submission
Round: 2
Time: 1:03
Time format: 3 Rnd (5-5-5)
Referee: Keith Peterson
Details: Anaconda Choke On Ground
Details:"
b6a87389bdc36a00,,,,,,,3.0,KO/TKO,3.0,241.0,,,,,"Method: KO/TKO Round: 3 Time: 4:01 Time format: 3 Rnd (5-5-5) Referee: Vitor Ribeiro
Method: KO/TKO
Round: 3
Time: 4:01
Time format: 3 Rnd (5-5-5)
Referee: Vitor Ribeiro
Details: Punches to Head On Ground
Details:"
