fighter_id,fighter_name,height_in,weight_lb,reach_in,stance,dob,wins,losses,draws,profile_url
597499ac7a5aac62,Abdul-Kareem Al-Selwady,68.0,155.0,69.0,Orthodox,"Apr 10, 1995",15.0,4.0,0.0,http://www.ufcstats.com/fighter-details/597499ac7a5aac62
7460ddef986d3144,Jose Alday,67.0,135.0,68.0,Orthodox,"Sep 14, 1991",14.0,6.0,1.0,http://www.ufcstats.com/fighter-details/7460ddef986d3144
b2efa582adf73604,Agulali,69.0,125.0,67.0,Switch,"Apr 07, 2005",13.0,2.0,0.0,http://www.ufcstats.com/fighter-details/b2efa582adf73604
c9f6385af6df66d7,Papy Abedi,71.0,185.0,,Southpaw,"Jun 30, 1978",10.0,4.0,0.0,http://www.ufcstats.com/fighter-details/c9f6385af6df66d7
3329d692aea4dc28,Hamdy Abdelwahab,74.0,264.0,72.0,Southpaw,"Jan 22, 1993",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/3329d692aea4dc28
5140122c3eecd307,Daichi Abe,71.0,170.0,71.0,Orthodox,"Nov 27, 1991",6.0,2.0,0.0,http://www.ufcstats.com/fighter-details/5140122c3eecd307
ae071698e1a3ccd4,Christian Aguilera,69.0,170.0,72.0,Switch,"Nov 25, 1991",14.0,8.0,0.0,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4
a77633a989013265,Anthony Adams,73.0,185.0,76.0,Orthodox,"Jan 13, 1988",8.0,2.0,0.0,http://www.ufcstats.com/fighter-details/a77633a989013265
e76d9f656ceb82ab,Aleksandra Albu,62.0,115.0,63.0,Orthodox,"Jul 14, 1990",3.0,2.0,0.0,http://www.ufcstats.com/fighter-details/e76d9f656ceb82ab
0e9869d712e81f8f,Sam Adkins,75.0,225.0,,Orthodox,"Apr 26, 1965",7.0,20.0,2.0,http://www.ufcstats.com/fighter-details/0e9869d712e81f8f
cf946e03ba2e7666,Kevin Aguilar,67.0,155.0,73.0,Orthodox,"Sep 07, 1988",17.0,5.0,0.0,http://www.ufcstats.com/fighter-details/cf946e03ba2e7666
1c5879330d42255f,Daniel Acacio,68.0,180.0,,Orthodox,"Dec 27, 1977",30.0,18.0,0.0,http://www.ufcstats.com/fighter-details/1c5879330d42255f
79cb2a690b9ba5e8,Zarrukh Adashev,65.0,125.0,65.0,Southpaw,"Jul 29, 1992",4.0,4.0,0.0,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
103e2e33a60683e1,Irina Alekseeva,68.0,135.0,67.0,Orthodox,"Jun 27, 1990",5.0,3.0,0.0,http://www.ufcstats.com/fighter-details/103e2e33a60683e1
1fc64507a0cb38cf,Rostem Akman,70.0,170.0,72.0,Switch,"Dec 19, 1991",6.0,2.0,0.0,http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf
8f382b3baa954d2a,Jessica Aguilar,63.0,115.0,63.0,Orthodox,"May 08, 1982",20.0,8.0,0.0,http://www.ufcstats.com/fighter-details/8f382b3baa954d2a
c482c8605455a213,Junior Albini,75.0,264.0,74.0,Orthodox,"Mar 15, 1991",14.0,6.0,0.0,http://www.ufcstats.com/fighter-details/c482c8605455a213
7279654c7674cd24,Klidson Abreu,72.0,205.0,74.0,Orthodox,"Dec 24, 1992",15.0,4.0,0.0,http://www.ufcstats.com/fighter-details/7279654c7674cd24
2eada40ac8801559,Hitomi Akano,64.0,135.0,,Southpaw,"Jul 27, 1974",18.0,10.0,0.0,http://www.ufcstats.com/fighter-details/2eada40ac8801559
c051c2e12d692b8a,Jesus Aguilar,64.0,125.0,62.0,Orthodox,"Mar 13, 1996",11.0,3.0,0.0,http://www.ufcstats.com/fighter-details/c051c2e12d692b8a
e17770faae3ca54c,Amir Aliakbari,75.0,250.0,,,"Jun 10, 1984",10.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e17770faae3ca54c
41b34b7f11f6d085,Levi Alford,,,,,--,1.0,7.0,0.0,http://www.ufcstats.com/fighter-details/41b34b7f11f6d085
c6bf75775b278ed8,Mauricio Alonso,74.0,170.0,,,"Feb 27, 1980",13.0,7.0,0.0,http://www.ufcstats.com/fighter-details/c6bf75775b278ed8
430c533614d45813,Patricia Alujas,64.0,115.0,64.0,Orthodox,"May 08, 1996",9.0,3.0,0.0,http://www.ufcstats.com/fighter-details/430c533614d45813
7bd94b60d7521e4a,John Albert,68.0,135.0,68.0,Orthodox,"Oct 13, 1986",6.0,5.0,0.0,http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a
16690d100f995f8f,Omari Akhmedov,72.0,185.0,73.0,Orthodox,"Oct 12, 1987",21.0,6.0,1.0,http://www.ufcstats.com/fighter-details/16690d100f995f8f
7c6e87729e824ef4,Ildemar Alcantara,74.0,185.0,78.0,Orthodox,"Nov 18, 1982",21.0,11.0,0.0,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4
d35298b6df168456,Talita Alencar,61.0,115.0,58.0,Orthodox,"Oct 17, 1990",6.0,1.0,1.0,http://www.ufcstats.com/fighter-details/d35298b6df168456
6d35bf94f7d30241,Amir Albazi,65.0,125.0,68.0,Orthodox,"Oct 27, 1993",17.0,2.0,0.0,http://www.ufcstats.com/fighter-details/6d35bf94f7d30241
a08ddd04eaffd81d,Mariya Agapova,66.0,125.0,68.0,Southpaw,"Apr 07, 1997",10.0,5.0,0.0,http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d
4b37a0bc2ab4cae1,Pablo Alfonso,68.0,145.0,,,"May 09, 1983",9.0,7.0,0.0,http://www.ufcstats.com/fighter-details/4b37a0bc2ab4cae1
b757c73f443d4fca,Olaf Alfonso,74.0,170.0,,Orthodox,"Aug 06, 1974",8.0,12.0,0.0,http://www.ufcstats.com/fighter-details/b757c73f443d4fca
b0550072e5f0afa7,Yoshihiro Akiyama,70.0,170.0,75.0,Orthodox,"Jul 29, 1975",14.0,6.0,0.0,http://www.ufcstats.com/fighter-details/b0550072e5f0afa7
8fd76e1b49c00ae2,Kenneth Alexander,69.0,155.0,,Orthodox,"Sep 25, 1977",7.0,6.0,0.0,http://www.ufcstats.com/fighter-details/8fd76e1b49c00ae2
adf9a901308fb8e3,Daniel Allen,72.0,155.0,75.0,Southpaw,"Aug 10, 1992",5.0,0.0,0.0,http://www.ufcstats.com/fighter-details/adf9a901308fb8e3
6db394bf6c3b017c,Leon Aliu,72.0,185.0,74.0,Orthodox,"Jul 14, 1989",10.0,2.0,0.0,http://www.ufcstats.com/fighter-details/6db394bf6c3b017c
669a3cb6e394f515,Royce Alger,70.0,199.0,,Orthodox,--,3.0,2.0,0.0,http://www.ufcstats.com/fighter-details/669a3cb6e394f515
ca28cdf526d6b6e9,Nurullo Aliev,70.0,155.0,72.0,Orthodox,"Dec 08, 2000",10.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ca28cdf526d6b6e9
1e13936d708bcff7,George Allen,74.0,205.0,,Open Stance,"Jan 13, 1967",13.0,19.0,2.0,http://www.ufcstats.com/fighter-details/1e13936d708bcff7
c11036da9162cb5f,Mike Altman,70.0,185.0,,Orthodox,--,1.0,4.0,0.0,http://www.ufcstats.com/fighter-details/c11036da9162cb5f
0541480fbf719d86,Houston Alexander,72.0,205.0,72.0,Orthodox,"Mar 22, 1972",17.0,15.0,1.0,http://www.ufcstats.com/fighter-details/0541480fbf719d86
088aa1b19b2dc14a,John Dave Almanza,67.0,125.0,67.0,Southpaw,"Mar 22, 2004",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/088aa1b19b2dc14a
6ebe96a116e79e52,John Allan,73.0,205.0,75.0,Orthodox,"Feb 22, 1993",13.0,7.0,0.0,http://www.ufcstats.com/fighter-details/6ebe96a116e79e52
fe5a9547479396ab,Jim Alers,69.0,145.0,71.0,Orthodox,"Oct 14, 1986",13.0,3.0,0.0,http://www.ufcstats.com/fighter-details/fe5a9547479396ab
e741536153227386,Sean Alvarez,72.0,235.0,,Orthodox,"Jul 14, 1971",4.0,3.0,0.0,http://www.ufcstats.com/fighter-details/e741536153227386
c4fe2e9a06ea5bcb,Ben Alloway,71.0,170.0,76.0,Orthodox,"Feb 19, 1981",18.0,8.0,0.0,http://www.ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
d53482bef23235ba,Marcio Alexandre Junior,72.0,185.0,75.0,Southpaw,"May 05, 1989",17.0,4.0,0.0,http://www.ufcstats.com/fighter-details/d53482bef23235ba
11583163f45c7b31,Lucas Alexander,71.0,145.0,73.0,Orthodox,"Jul 28, 1995",8.0,5.0,0.0,http://www.ufcstats.com/fighter-details/11583163f45c7b31
e87a13e02c01331d,Ali AlQaisi,66.0,135.0,68.0,Orthodox,"Sep 23, 1990",8.0,5.0,0.0,http://www.ufcstats.com/fighter-details/e87a13e02c01331d
f16ddfa31236efed,Estefani Almeida,64.0,125.0,,Orthodox,"Oct 17, 1988",7.0,3.0,0.0,http://www.ufcstats.com/fighter-details/f16ddfa31236efed
2f5cbecbbe18bac4,Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,"Sep 02, 1981",20.0,8.0,0.0,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4
49b130de1da2e1bf,Sarah Alpar,64.0,135.0,63.0,Southpaw,"Jun 01, 1991",9.0,6.0,0.0,http://www.ufcstats.com/fighter-details/49b130de1da2e1bf
d615d6a10a4704cd,Magno Almeida,72.0,155.0,,,"Jun 06, 1985",10.0,3.0,0.0,http://www.ufcstats.com/fighter-details/d615d6a10a4704cd
a4dc0f2b95df4cc1,Bekzat Almakhan,67.0,135.0,68.0,Orthodox,"Oct 08, 1997",12.0,2.0,0.0,http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1
1897b7b913736a7c,Alatengheili,65.0,135.0,66.0,Orthodox,"Dec 14, 1991",17.0,10.0,2.0,http://www.ufcstats.com/fighter-details/1897b7b913736a7c
c61b49cec6abd6b9,Rico Altamirano,70.0,170.0,,,--,4.0,3.0,0.0,http://www.ufcstats.com/fighter-details/c61b49cec6abd6b9
e70de1859b7ee78e,Sultan Aliev,71.0,170.0,74.0,Orthodox,"Sep 17, 1984",15.0,3.0,0.0,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e
67a992d4cff22466,Ericka Almeida,66.0,115.0,,Orthodox,"Mar 05, 1989",7.0,3.0,0.0,http://www.ufcstats.com/fighter-details/67a992d4cff22466
64d47ef881a437a4,Cesar Almeida,73.0,185.0,74.0,Orthodox,"Mar 28, 1988",7.0,1.0,0.0,http://www.ufcstats.com/fighter-details/64d47ef881a437a4
b07aed698fba8624,Ikram Aliskerov,72.0,185.0,76.0,Southpaw,"Dec 07, 1992",16.0,2.0,0.0,http://www.ufcstats.com/fighter-details/b07aed698fba8624
86c1441676af2c73,Mahamed Aly,,205.0,,,"Jan 11, 1994",4.0,0.0,0.0,http://www.ufcstats.com/fighter-details/86c1441676af2c73
bd92cf5da5413d2a,Anthony Alves,,,,,--,1.0,4.0,0.0,http://www.ufcstats.com/fighter-details/bd92cf5da5413d2a
4438482bd1d5a029,Jaime Alvarez,68.0,125.0,69.0,Orthodox,"Mar 08, 1988",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/4438482bd1d5a029
8d3273573b85be09,Asu Almabayev,64.0,125.0,65.0,Orthodox,"Jan 25, 1994",22.0,3.0,0.0,http://www.ufcstats.com/fighter-details/8d3273573b85be09
f4abf9aeda861283,Christopher Alvidrez,,170.0,,,"Dec 27, 1996",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/f4abf9aeda861283
6c40705cf6c0d7e2,Hamid Amiri,,145.0,,,"Jun 15, 2003",9.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6c40705cf6c0d7e2
247fbbfafea60bb1,Maiara Amanajas dos Santos,65.0,115.0,,Southpaw,"Jul 11, 1987",7.0,3.0,0.0,http://www.ufcstats.com/fighter-details/247fbbfafea60bb1
d562b12b8fe88336,JJ Ambrose,70.0,170.0,,Orthodox,--,28.0,7.0,0.0,http://www.ufcstats.com/fighter-details/d562b12b8fe88336
53adf5b845d91e4a,Bertrand Amoussou,68.0,190.0,,Orthodox,--,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/53adf5b845d91e4a
ee0b69e307c857e5,Chris Amarante,,185.0,,,--,2.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ee0b69e307c857e5
710f0f8c5d5c9d41,Lucas Almeida,71.0,145.0,71.0,Orthodox,"Jan 31, 1991",15.0,4.0,0.0,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41
19ba965651486013,Derek Anderson,72.0,155.0,,,"Feb 02, 1990",14.0,3.0,0.0,http://www.ufcstats.com/fighter-details/19ba965651486013
dc5a6b2fdb27e7dc,Amilcar Alves,72.0,170.0,,Southpaw,"Aug 08, 1988",15.0,12.0,0.0,http://www.ufcstats.com/fighter-details/dc5a6b2fdb27e7dc
23a8c33869bf5392,Karl Amoussou,71.0,185.0,,Orthodox,"Nov 21, 1985",27.0,7.0,2.0,http://www.ufcstats.com/fighter-details/23a8c33869bf5392
8738eacd62e82a32,Matt Andersen,74.0,230.0,,Southpaw,"May 29, 1971",14.0,8.0,1.0,http://www.ufcstats.com/fighter-details/8738eacd62e82a32
1ffc38f67785797b,Lowell Anderson,66.0,160.0,,Orthodox,--,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/1ffc38f67785797b
20821819c401ced8,Andre Amado,72.0,154.0,,Orthodox,--,6.0,4.0,1.0,http://www.ufcstats.com/fighter-details/20821819c401ced8
17615148dd4be6f6,Tatsuya Ando,64.0,145.0,68.0,Southpaw,"Apr 26, 1990",14.0,4.0,1.0,http://www.ufcstats.com/fighter-details/17615148dd4be6f6
b03a0c78ca45facf,Liam Anderson,75.0,185.0,75.0,Orthodox,"Jan 13, 1995",6.0,3.0,0.0,http://www.ufcstats.com/fighter-details/b03a0c78ca45facf
9199e0735b83dd32,Andy Anderson,66.0,240.0,,,"Jul 16, 1974",0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9199e0735b83dd32
9abc648e76c4493a,Bill Algeo,72.0,145.0,73.0,Switch,"Jun 09, 1989",18.0,9.0,0.0,http://www.ufcstats.com/fighter-details/9abc648e76c4493a
1338e2c7480bdf9e,Israel Adesanya,76.0,185.0,80.0,Switch,"Jul 22, 1989",24.0,5.0,0.0,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e
6fd953151d981979,JJ Aldrich,65.0,125.0,67.0,Southpaw,"Sep 29, 1992",14.0,7.0,0.0,http://www.ufcstats.com/fighter-details/6fd953151d981979
1562b12763cc8d67,Alex Andrade,71.0,200.0,,Orthodox,"May 14, 1974",10.0,5.0,0.0,http://www.ufcstats.com/fighter-details/1562b12763cc8d67
578ef12674df1e6a,Irene Aldana,69.0,135.0,68.0,Orthodox,"Mar 26, 1988",15.0,8.0,0.0,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
70fa1c64a2c439ef,Alen Amedovski,70.0,185.0,74.0,Orthodox,"Apr 06, 1988",8.0,4.0,0.0,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef
c912f676692c353a,Jimmy Ambriz,74.0,315.0,,Southpaw,"Jan 26, 1970",17.0,21.0,1.0,http://www.ufcstats.com/fighter-details/c912f676692c353a
d6a3e131ad4ba064,Angga,67.0,145.0,68.0,Orthodox,"Jan 13, 1989",13.0,3.0,0.0,http://www.ufcstats.com/fighter-details/d6a3e131ad4ba064
029afd138865d20a,Rafael Alves,68.0,155.0,68.0,Orthodox,"Nov 14, 1990",20.0,12.0,0.0,http://www.ufcstats.com/fighter-details/029afd138865d20a
e20ad078a7d63361,Julius Anglickas,75.0,205.0,,Orthodox,"Jul 23, 1991",5.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e20ad078a7d63361
1e327b281ef6a745,Adlan Amagov,74.0,170.0,76.0,Orthodox,"Oct 30, 1986",14.0,2.0,1.0,http://www.ufcstats.com/fighter-details/1e327b281ef6a745
7977fb0fd9c5955d,Fellipe Andrew,,,,,"Oct 24, 1994",0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7977fb0fd9c5955d
41cc71cbf210e0fe,Hyder Amil,69.0,145.0,70.0,Switch,"May 28, 1990",11.0,1.0,0.0,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe
dc7927cd622676a7,Victor Altamirano,68.0,125.0,70.0,Switch,"Jan 23, 1991",12.0,5.0,0.0,http://www.ufcstats.com/fighter-details/dc7927cd622676a7
46e2ca71fd5089cb,Reese Andy,72.0,205.0,,Orthodox,"Mar 31, 1973",7.0,3.0,0.0,http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb
7a15f3694c5cbc02,John Alessio,70.0,155.0,72.0,Orthodox,"Jul 05, 1979",35.0,17.0,0.0,http://www.ufcstats.com/fighter-details/7a15f3694c5cbc02
cc49ada1ea955b13,Vanilto Antunes,72.0,170.0,72.0,Orthodox,"Dec 28, 1994",16.0,7.0,0.0,http://www.ufcstats.com/fighter-details/cc49ada1ea955b13
dbd198f780286aca,Angelo Antonio,,205.0,,Orthodox,--,1.0,4.0,0.0,http://www.ufcstats.com/fighter-details/dbd198f780286aca
047a91d3d9c79b05,Collin Anglin,69.0,145.0,71.0,Orthodox,"Feb 20, 1993",8.0,3.0,0.0,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05
41e83a89929d1327,Jailton Almeida,75.0,205.0,79.0,Orthodox,"Jun 26, 1991",22.0,3.0,0.0,http://www.ufcstats.com/fighter-details/41e83a89929d1327
9bad58fa651d6196,Jermaine Andre,67.0,200.0,,Orthodox,--,14.0,4.0,0.0,http://www.ufcstats.com/fighter-details/9bad58fa651d6196
2f95a3c6d58b2aad,Iuri Alcantara,69.0,135.0,71.0,Southpaw,"Aug 04, 1980",35.0,10.0,0.0,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad
bc7d1ad49fcb2d08,Jaqueline Amorim,63.0,115.0,68.0,Orthodox,"Jun 24, 1995",10.0,1.0,0.0,http://www.ufcstats.com/fighter-details/bc7d1ad49fcb2d08
a0e75f4a13eb73f1,Megan Anderson,72.0,145.0,72.0,Orthodox,"Feb 11, 1990",11.0,5.0,0.0,http://www.ufcstats.com/fighter-details/a0e75f4a13eb73f1
031da10a00c8ccd4,Jin Aoi,66.0,145.0,68.0,Orthodox,"Jan 21, 1997",14.0,6.0,1.0,http://www.ufcstats.com/fighter-details/031da10a00c8ccd4
2b074403b7c6cdb4,Thomas Almeida,67.0,145.0,70.0,Southpaw,"Jul 31, 1991",22.0,5.0,0.0,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4
0c1a04afca64e38f,Josh Appelt,70.0,255.0,,Southpaw,"Jun 19, 1983",15.0,7.0,0.0,http://www.ufcstats.com/fighter-details/0c1a04afca64e38f
db3c4a884d704efe,Gabriel Arges,,170.0,,,"Jan 29, 1993",0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/db3c4a884d704efe
78d48d3874dacafd,Azunna Anyanwu,73.0,251.0,,Orthodox,"Aug 05, 1981",14.0,5.0,0.0,http://www.ufcstats.com/fighter-details/78d48d3874dacafd
58bbef3770bb2dfc,Joel Alvarez,75.0,155.0,77.0,Orthodox,"Mar 02, 1993",22.0,3.0,0.0,http://www.ufcstats.com/fighter-details/58bbef3770bb2dfc
d25e39e74efb0a77,Art Arciniega,68.0,145.0,,,"Oct 15, 1981",15.0,7.0,0.0,http://www.ufcstats.com/fighter-details/d25e39e74efb0a77
269d103c96a4c3a5,Kenji Arai,70.0,145.0,,Southpaw,"Oct 05, 1979",15.0,15.0,5.0,http://www.ufcstats.com/fighter-details/269d103c96a4c3a5
040a74bb0a465c54,Arnold Allen,68.0,145.0,70.0,Southpaw,"Jan 22, 1994",20.0,3.0,0.0,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
90063913321e7670,Reza Arianto,,155.0,,,--,5.0,0.0,0.0,http://www.ufcstats.com/fighter-details/90063913321e7670
d221ee27afc7a60e,Viscardi Andrade,71.0,170.0,75.0,Orthodox,"Mar 08, 1984",19.0,6.0,0.0,http://www.ufcstats.com/fighter-details/d221ee27afc7a60e
e06fd1260ac865a7,Yoji Anjo,71.0,205.0,,Orthodox,"Mar 28, 1967",0.0,5.0,1.0,http://www.ufcstats.com/fighter-details/e06fd1260ac865a7
1ccff7f0cfdf85eb,Erik Apple,72.0,170.0,,Orthodox,"Aug 26, 1977",10.0,3.0,0.0,http://www.ufcstats.com/fighter-details/1ccff7f0cfdf85eb
91186547a7f3f758,Ricardo Almeida,72.0,170.0,74.0,Orthodox,"Nov 29, 1976",13.0,5.0,0.0,http://www.ufcstats.com/fighter-details/91186547a7f3f758
b361180739bed4b0,David Abbott,72.0,265.0,,Switch,"Apr 26, 1965",10.0,15.0,0.0,http://www.ufcstats.com/fighter-details/b361180739bed4b0
00debc804e2b1cd4,Dylan Andrews,73.0,185.0,74.0,Switch,"Nov 15, 1979",18.0,7.0,0.0,http://www.ufcstats.com/fighter-details/00debc804e2b1cd4
9c9455912d917e4e,Tristan Arenal,,155.0,,,--,7.0,4.0,0.0,http://www.ufcstats.com/fighter-details/9c9455912d917e4e
25b31165758402dd,Adam Antolin,65.0,125.0,63.0,Orthodox,"Feb 28, 1982",12.0,3.0,0.0,http://www.ufcstats.com/fighter-details/25b31165758402dd
4665f9f909cd7214,Shinsho Anzai,67.0,170.0,70.0,Orthodox,"Dec 01, 1985",10.0,3.0,0.0,http://www.ufcstats.com/fighter-details/4665f9f909cd7214
87f8699fdcc2c404,Alice Ardelean,63.0,115.0,62.0,Orthodox,"Apr 19, 1992",10.0,7.0,0.0,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404
73ef22f25d0f70e2,Romie Aram,70.0,170.0,,Orthodox,"Dec 02, 1977",7.0,1.0,0.0,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2
af997f7611673880,Gadzhimurad Antigulov,71.0,205.0,70.0,Orthodox,"Feb 09, 1987",20.0,8.0,0.0,http://www.ufcstats.com/fighter-details/af997f7611673880
a90c200c3fbb22c4,Eli Aronov,70.0,185.0,72.0,Orthodox,"Jun 06, 1996",6.0,1.0,0.0,http://www.ufcstats.com/fighter-details/a90c200c3fbb22c4
2f181c0467965b98,Brendan Allen,74.0,185.0,75.0,Orthodox,"Dec 28, 1995",25.0,7.0,0.0,http://www.ufcstats.com/fighter-details/2f181c0467965b98
